NCBI_Id,GeneID
LOC118472320,-
LOC118472321,-
LOC118472322,-
LOC118472323,-
LOC118472324,-
LOC118472325,-
LOC118472326,-
LOC118472327,-
LOC118472328,-
LOC118472329,-
LOC118472330,-
LOC118472331,-
LOC118472332,-
LOC118472333,-
LOC118472334,-
LOC118472335,-
LOC118472336,-
LOC118472337,-
LOC118472338,-
LOC118472339,-
LOC118472340,-
LOC118472341,-
LOC118472342,-
LOC118472343,-
LOC118472344,-
LOC118472345,-
LOC118472346,-
LOC118472347,-
LOC118472348,-
LOC118472349,-
LOC118472350,-
LOC118472351,-
LOC118472352,-
LOC118472353,-
LOC118472354,-
LOC118472355,-
LOC118472356,-
LOC118472357,-
LOC118472358,-
LOC118472359,-
LOC118472360,-
LOC118472361,-
LOC118472362,-
LOC118472363,-
LOC118472364,-
LOC118472365,-
LOC118472366,-
LOC118472367,-
LOC118472368,-
LOC118472369,-
LOC118472370,-
LOC118472371,-
LOC118472372,-
LOC118472373,-
LOC118472374,-
LOC118472375,-
LOC118472376,-
LOC118472377,-
LOC118472378,-
LOC118472379,-
LOC118472380,-
LOC118472381,-
LOC118472382,-
LOC118472383,-
LOC118472384,-
LOC118472385,-
LOC118472386,-
LOC118472387,-
LOC118472388,-
LOC118472389,-
LOC118472390,-
LOC118472391,-
LOC118472392,-
LOC118472393,-
LOC118472394,-
LOC118472395,-
LOC118472396,-
LOC118472397,-
LOC118472398,-
LOC118472399,-
LOC118472400,-
LOC118472401,-
LOC118472402,-
LOC118472403,-
LOC118472404,-
LOC118472405,-
LOC118472406,-
LOC118472407,-
LOC118472408,-
LOC118472409,-
LOC118472410,-
LOC118472411,-
LOC118472412,-
LOC118472413,-
LOC118472414,-
LOC118472415,-
LOC118472416,-
LOC118472417,-
LOC118472418,-
LOC118472419,-
LOC118472420,-
LOC118472421,-
LOC118472422,-
LOC118472423,-
LOC118472424,-
LOC118472425,-
LOC118472426,-
LOC118472427,-
LOC118472428,-
LOC118472429,-
LOC118472430,-
LOC118472431,-
LOC118472432,-
LOC118472433,-
LOC118472434,-
LOC118472435,-
LOC118472436,-
LOC118472437,-
LOC118472438,-
LOC118472439,-
LOC118472440,-
LOC118472441,-
LOC118472442,-
LOC118472443,-
LOC118472444,-
LOC118472445,-
LOC118472446,-
LOC118472447,-
LOC118472448,-
LOC118472449,-
LOC118472450,-
LOC118472451,-
LOC118472452,-
LOC118472453,-
LOC118472454,-
LOC118472455,-
LOC118472456,-
LOC118472457,-
LOC118472458,-
LOC118472459,-
LOC118472460,-
LOC118472461,-
LOC118472462,-
LOC118472463,-
LOC118472464,-
LOC118472465,-
LOC118472466,-
LOC118472467,-
LOC118472468,-
LOC118472469,-
LOC118472470,-
LOC118472471,-
LOC118472472,-
LOC118472473,-
LOC118472474,-
LOC118472475,-
LOC118472476,-
LOC118472477,-
LOC118472478,-
LOC118472479,-
LOC118472480,-
LOC118472481,-
LOC118472482,-
LOC118472483,-
LOC118472484,-
LOC118472485,-
LOC118472486,-
LOC118472487,-
LOC118472488,-
LOC118472489,-
LOC118472490,-
LOC118472491,-
LOC118472492,-
LOC118472493,-
LOC118472494,-
LOC118472495,-
LOC118472496,-
LOC118472497,-
LOC118472498,-
LOC118472499,-
LOC118472500,-
LOC118472501,-
LOC118472502,-
LOC118472503,-
LOC118472504,-
LOC118472505,-
LOC118472506,-
LOC118472507,-
LOC118472508,-
LOC118472509,-
LOC118472510,-
LOC118472511,-
LOC118472512,-
LOC118472513,-
LOC118472514,-
LOC118472515,-
LOC118472516,-
LOC118472517,-
LOC118472518,-
LOC118472519,-
LOC118472520,-
LOC118472521,-
LOC118472522,-
LOC118472523,-
LOC118472524,-
LOC118472525,-
LOC118472526,-
LOC118472527,-
LOC118472528,-
LOC118472529,-
LOC118472530,-
LOC118472531,-
LOC118472532,-
LOC118472533,-
LOC118472534,-
LOC118472535,-
LOC118472536,-
LOC118472537,-
LOC118472538,-
LOC118472539,-
LOC118472540,-
LOC118472541,-
LOC118472542,-
LOC118472543,-
LOC118472544,-
LOC118472545,-
LOC118472546,-
LOC118472547,-
LOC118472548,-
LOC118472549,-
LOC118472550,-
LOC118472551,-
LOC118472552,-
LOC118472553,-
LOC118472554,-
LOC118472555,-
LOC118472556,-
LOC118472557,-
LOC118472558,-
LOC118472559,-
LOC118472560,-
LOC118472561,-
LOC118472562,-
LOC118472563,-
LOC118472564,-
LOC118472565,-
LOC118472566,-
LOC118472567,-
LOC118472568,-
LOC118472569,-
LOC118472570,-
LOC118472571,-
LOC118472572,-
LOC118472573,-
LOC118472574,-
LOC118472575,-
LOC118472576,-
LOC118472577,-
LOC118472578,-
LOC118472579,-
LOC118472580,-
LOC118472581,-
LOC118472582,-
LOC118472583,-
LOC118472584,-
LOC118472585,-
LOC118472586,-
LOC118472587,-
LOC118472588,-
LOC118472589,-
LOC118472590,-
LOC118472591,-
LOC118472592,-
LOC118472593,-
LOC118472594,-
LOC118472595,-
LOC118472596,-
LOC118472597,-
LOC118472598,-
LOC118472599,-
LOC118472600,-
LOC118472601,-
LOC118472602,-
LOC118472603,-
LOC118472604,-
LOC118472605,-
LOC118472606,-
LOC118472607,-
LOC118472608,-
LOC118472609,-
LOC118472610,-
LOC118472611,-
LOC118472612,-
LOC118472613,-
LOC118472614,-
LOC118472615,-
LOC118472616,-
LOC118472617,-
LOC118472618,-
LOC118472619,-
LOC118472620,-
LOC118472621,-
LOC118472622,-
LOC118472623,-
LOC118472624,-
LOC118472625,-
LOC118472626,-
LOC118472627,-
LOC118472628,-
LOC118472629,-
LOC118472630,-
LOC118472631,-
LOC118472632,-
LOC118472633,-
LOC118472634,-
LOC118472635,-
LOC118472636,-
LOC118472637,-
LOC118472638,-
LOC118472639,-
LOC118472640,-
LOC118472641,-
LOC118472642,-
LOC118472643,-
LOC118472644,-
LOC118472645,-
LOC118472646,-
LOC118472647,-
LOC118472648,-
LOC118472649,-
LOC118472650,-
LOC118472651,-
LOC118472652,-
LOC118472653,-
LOC118472654,-
LOC118472655,-
LOC118472656,-
LOC118472657,-
LOC118472658,-
LOC118472659,-
LOC118472660,-
LOC118472661,-
LOC118472662,-
LOC118472663,-
LOC118472664,-
LOC118472665,-
LOC118472666,-
LOC118472667,-
LOC118472668,-
LOC118472669,-
LOC118472670,-
LOC118472671,-
LOC118472672,-
LOC118472673,-
LOC118472674,-
LOC118472675,-
LOC118472676,-
LOC118472677,-
LOC118472678,-
LOC118472679,-
LOC118472680,-
LOC118472681,-
LOC118472682,-
LOC118472683,-
LOC118472684,-
LOC118472685,-
LOC118472686,-
LOC118472687,-
LOC118472688,-
LOC118472689,-
LOC118472690,-
LOC118472691,-
LOC118472692,-
LOC118472693,-
LOC118472694,-
LOC118472695,-
LOC118472696,-
LOC118472697,-
LOC118472698,-
LOC118472699,-
LOC118472700,-
LOC118472701,-
LOC118472702,-
LOC118472703,-
LOC118472704,-
LOC118472705,-
LOC118472706,-
LOC118472707,-
LOC118472708,-
LOC118472709,-
LOC118472710,-
LOC118472711,-
LOC118472712,-
LOC118472713,-
LOC118472714,-
LOC118472715,-
LOC118472716,-
LOC118472717,-
LOC118472718,-
LOC118472719,-
LOC118472720,-
LOC118472721,-
LOC118472722,-
LOC118472723,-
LOC118472724,-
LOC118472725,-
LOC118472726,-
LOC118472727,-
LOC118472728,-
LOC118472729,-
LOC118472730,-
LOC118472731,-
LOC118472732,-
LOC118472733,-
LOC118472734,-
LOC118472735,-
LOC118472736,-
LOC118472737,-
LOC118472738,-
LOC118472739,-
LOC118472740,-
LOC118472741,-
LOC118472742,-
LOC118472743,-
LOC118472744,-
LOC118472745,-
LOC118472746,-
LOC118472747,-
LOC118472748,-
LOC118472749,-
LOC118472750,-
LOC118472751,-
LOC118472752,-
LOC118472753,-
LOC118472754,-
LOC118472755,-
LOC118472756,-
LOC118472757,-
LOC118472758,-
LOC118472759,-
LOC118472760,-
LOC118472761,-
LOC118472762,-
LOC118472763,-
LOC118472764,-
LOC118472765,-
LOC118472766,-
LOC118472767,-
LOC118472768,-
LOC118472769,-
LOC118472770,-
LOC118472771,-
LOC118472772,-
LOC118472773,-
LOC118472774,-
LOC118472775,-
LOC118472776,-
LOC118472777,-
LOC118472778,-
LOC118472779,-
LOC118472780,-
LOC118472781,-
LOC118472782,-
LOC118472783,-
LOC118472784,-
LOC118472785,-
LOC118472786,-
LOC118472787,-
LOC118472788,-
LOC118472789,-
LOC118472790,-
LOC118472791,-
LOC118472792,-
LOC118472793,-
LOC118472794,-
LOC118472795,-
LOC118472796,-
LOC118472797,-
LOC118472798,-
LOC118472799,-
LOC118472800,-
LOC118472801,-
LOC118472802,-
LOC118472803,-
LOC118472804,-
LOC118472805,-
LOC118472806,-
LOC118472807,-
LOC118472808,-
LOC118472809,-
LOC118472810,-
LOC118472811,-
LOC118472812,-
LOC118472813,-
LOC118472814,-
LOC118472815,-
LOC118472816,-
LOC118472817,-
LOC118472818,-
LOC118472819,-
LOC118472820,-
LOC118472821,-
LOC118472822,-
LOC118472823,-
LOC118472824,-
LOC118472825,-
LOC118472826,-
LOC118472827,-
LOC118472828,-
LOC118472829,-
LOC118472830,-
LOC118472831,-
LOC118472832,-
LOC118472833,-
LOC118472834,-
LOC118472835,-
LOC118472836,-
LOC118472837,-
LOC118472838,-
LOC118472839,-
LOC118472840,-
LOC118472841,-
LOC118472842,-
LOC118472843,-
LOC118472844,-
LOC118472845,-
LOC118472846,-
LOC118472847,-
LOC118472848,-
LOC118472849,-
LOC118472850,-
LOC118472851,-
LOC118472852,-
LOC118472853,-
LOC118472854,-
LOC118472855,-
LOC118472856,-
LOC118472857,-
LOC118472858,-
LOC118472859,-
LOC118472860,-
LOC118472861,-
LOC118472862,-
LOC118472863,-
LOC118472864,-
LOC118472865,-
LOC118472866,-
LOC118472867,-
LOC118472868,-
LOC118472869,-
LOC118472870,-
LOC118472871,-
LOC118472872,-
LOC118472873,-
LOC118472874,-
LOC118472875,-
LOC118472876,-
LOC118472877,-
LOC118472878,-
LOC118472879,-
LOC118472880,-
LOC118472881,-
LOC118472882,-
LOC118472883,-
LOC118472884,-
LOC118472885,-
LOC118472886,-
LOC118472887,-
LOC118472888,-
LOC118472889,-
LOC118472890,-
LOC118472891,-
LOC118472892,-
TRNAM-CAU,-
TRNAK-CUU,-
TRNAP-UGG,-
TRNAK-CUU,-
LOC118472897,-
LOC118472898,-
LOC118472899,-
LOC118472900,-
LOC118472901,-
LOC118472902,-
LOC118472903,-
LOC118472904,-
LOC118472905,-
LOC118472906,-
LOC118472907,-
LOC118472908,-
LOC118472909,-
LOC118472910,-
LOC118472911,-
LOC118472912,-
LOC118472913,-
LOC118472914,-
LOC118472915,-
LOC118472916,-
LOC118472917,-
LOC118472918,-
LOC118472919,-
LOC118472920,-
LOC118472921,-
LOC118472922,-
LOC118472923,-
LOC118472924,-
LOC118472925,-
LOC118472926,-
LOC118472927,-
LOC118472928,-
LOC118472929,-
LOC118472930,-
LOC118472931,-
LOC118472932,-
LOC118472933,-
LOC118472934,-
LOC118472935,-
LOC118472936,-
LOC118472937,-
LOC118472938,-
LOC118472939,-
LOC118472940,-
LOC118472941,-
LOC118472942,-
LOC118472943,-
LOC118472944,-
LOC118472945,-
LOC118472946,-
LOC118472947,-
LOC118472948,-
LOC118472949,-
LOC118472950,-
LOC118472951,-
LOC118472952,-
LOC118472953,-
LOC118472954,-
LOC118472955,-
LOC118472956,-
LOC118472957,-
LOC118472958,-
LOC118472959,-
LOC118472960,-
LOC118472961,-
LOC118472962,-
LOC118472963,-
LOC118472964,-
LOC118472965,-
LOC118472966,-
LOC118472967,-
LOC118472968,-
LOC118472969,-
LOC118472970,-
LOC118472971,-
LOC118472972,-
LOC118472973,-
LOC118472974,-
LOC118472975,-
LOC118472976,-
LOC118472977,-
LOC118472978,-
LOC118472979,-
LOC118472980,-
LOC118472981,-
LOC118472982,-
LOC118472983,-
LOC118472984,-
LOC118472985,-
LOC118472986,-
LOC118472987,-
LOC118472988,-
LOC118472989,-
LOC118472990,-
LOC118472991,-
LOC118472992,-
LOC118472993,-
LOC118472994,-
LOC118472995,-
LOC118472996,-
LOC118472997,-
LOC118472998,-
LOC118472999,-
LOC118473000,-
LOC118473001,-
LOC118473002,-
LOC118473003,-
LOC118473004,-
LOC118473005,-
LOC118473006,-
LOC118473007,-
LOC118473008,-
LOC118473009,-
LOC118473010,-
LOC118473011,-
LOC118473012,-
LOC118473013,-
LOC118473014,-
LOC118473015,-
LOC118473016,-
LOC118473017,-
LOC118473018,-
LOC118473019,-
LOC118473020,-
LOC118473021,-
LOC118473022,-
LOC118473023,-
LOC118473024,-
LOC118473025,-
LOC118473026,-
LOC118473027,-
LOC118473028,-
LOC118473029,-
LOC118473030,-
LOC118473031,-
LOC118473032,-
LOC118473033,-
LOC118473034,-
LOC118473035,-
LOC118473036,-
LOC118473037,-
LOC118473038,-
LOC118473039,-
LOC118473040,-
LOC118473041,-
LOC118473042,-
LOC118473043,-
LOC118473044,-
LOC118473045,-
TRNAK-CUU,-
TRNAK-CUU,-
TRNAK-UUU,-
LOC118473049,-
LOC118473050,-
LOC118473051,-
LOC118473052,-
LOC118473053,-
LOC118473054,-
LOC118473055,-
LOC118473056,-
LOC118473057,-
LOC118473058,-
LOC118473059,-
LOC118473060,-
LOC118473061,-
LOC118473062,-
LOC118473063,-
LOC118473064,-
LOC118473065,-
LOC118473066,-
LOC118473067,-
LOC118473068,-
LOC118473069,-
LOC118473070,-
LOC118473071,-
LOC118473072,-
LOC118473073,-
LOC118473074,-
LOC118473075,-
LOC118473076,-
LOC118473077,-
LOC118473078,-
LOC118473079,-
LOC118473080,-
LOC118473081,-
LOC118473082,-
LOC118473083,-
LOC118473084,-
LOC118473085,-
LOC118473086,-
LOC118473087,-
LOC118473088,-
LOC118473089,-
LOC118473090,-
LOC118473091,-
LOC118473092,-
LOC118473093,-
LOC118473094,-
LOC118473095,-
LOC118473096,-
LOC118473097,-
LOC118473098,-
LOC118473099,-
LOC118473100,-
LOC118473101,-
LOC118473102,-
LOC118473103,-
LOC118473104,-
LOC118473105,-
LOC118473106,-
LOC118473107,-
LOC118473108,-
LOC118473109,-
LOC118473110,-
LOC118473111,-
LOC118473112,-
LOC118473113,-
LOC118473114,-
LOC118473115,-
LOC118473116,-
LOC118473117,-
LOC118473118,-
LOC118473119,-
LOC118473120,-
LOC118473121,-
LOC118473122,-
LOC118473123,-
LOC118473124,-
LOC118473125,-
LOC118473126,-
LOC118473127,-
LOC118473128,-
LOC118473129,-
LOC118473130,-
LOC118473131,-
LOC118473132,-
LOC118473133,-
LOC118473134,-
LOC118473135,-
LOC118473136,-
LOC118473137,-
LOC118473138,-
LOC118473139,-
LOC118473140,-
LOC118473141,-
LOC118473142,-
LOC118473143,-
LOC118473144,-
LOC118473145,-
LOC118473146,-
LOC118473147,-
LOC118473148,-
LOC118473149,-
LOC118473150,-
LOC118473151,-
LOC118473152,-
LOC118473153,-
LOC118473154,-
LOC118473155,-
LOC118473156,-
LOC118473157,-
LOC118473158,-
LOC118473159,-
LOC118473160,-
LOC118473161,-
LOC118473162,-
LOC118473163,-
LOC118473164,-
LOC118473165,-
LOC118473166,-
LOC118473167,-
LOC118473168,-
LOC118473169,-
LOC118473170,-
LOC118473171,-
LOC118473172,-
LOC118473173,-
LOC118473174,-
LOC118473175,-
LOC118473176,-
LOC118473177,-
LOC118473178,-
LOC118473179,-
LOC118473180,-
LOC118473181,-
LOC118473182,-
LOC118473183,-
LOC118473184,-
LOC118473185,-
LOC118473186,-
LOC118473187,-
LOC118473188,-
LOC118473189,-
LOC118473190,-
LOC118473191,-
LOC118473192,-
LOC118473193,-
LOC118473194,-
LOC118473195,-
LOC118473196,-
LOC118473197,-
LOC118473198,-
LOC118473199,-
LOC118473200,-
LOC118473201,-
LOC118473202,-
LOC118473203,-
LOC118473204,-
LOC118473205,-
LOC118473206,-
LOC118473207,-
LOC118473208,-
LOC118473209,-
LOC118473210,-
LOC118473211,-
LOC118473212,-
LOC118473213,-
LOC118473214,-
LOC118473215,-
LOC118473216,-
LOC118473217,-
LOC118473218,-
LOC118473219,-
LOC118473220,-
LOC118473221,-
LOC118473222,-
LOC118473223,-
LOC118473224,-
LOC118473225,-
LOC118473226,-
LOC118473227,-
LOC118473228,-
LOC118473229,-
LOC118473230,-
LOC118473231,-
LOC118473232,-
LOC118473233,-
LOC118473234,-
LOC118473235,-
TRNAK-CUU,-
TRNAC-GCA,-
TRNAK-UUU,-
TRNAY-GUA,-
TRNAL-AAG,-
LOC118473241,-
LOC118473242,-
LOC118473243,-
LOC118473244,-
LOC118473245,-
LOC118473246,-
LOC118473247,-
LOC118473248,-
LOC118473249,-
LOC118473250,-
LOC118473251,-
LOC118473252,-
LOC118473253,-
LOC118473254,-
LOC118473255,-
LOC118473256,-
LOC118473257,-
LOC118473258,-
LOC118473259,-
LOC118473260,-
LOC118473261,-
LOC118473262,-
LOC118473263,-
LOC118473264,-
LOC118473265,-
LOC118473266,-
LOC118473267,-
LOC118473268,-
LOC118473269,-
LOC118473270,-
LOC118473271,-
LOC118473272,-
LOC118473273,-
LOC118473274,-
LOC118473275,-
LOC118473276,-
LOC118473277,-
LOC118473278,-
LOC118473279,-
LOC118473280,-
LOC118473281,-
LOC118473282,-
LOC118473283,-
LOC118473284,-
LOC118473285,-
LOC118473286,-
LOC118473287,-
LOC118473288,-
LOC118473289,-
LOC118473290,-
LOC118473291,-
LOC118473292,-
LOC118473293,-
LOC118473294,-
LOC118473295,-
LOC118473296,-
LOC118473297,-
LOC118473298,-
LOC118473299,-
LOC118473300,-
LOC118473301,-
LOC118473302,-
LOC118473303,-
LOC118473304,-
LOC118473305,-
LOC118473306,-
LOC118473307,-
LOC118473308,-
LOC118473309,-
LOC118473310,-
LOC118473311,-
LOC118473312,-
LOC118473313,-
LOC118473314,-
LOC118473315,-
LOC118473316,-
LOC118473317,-
LOC118473318,-
LOC118473319,-
LOC118473320,-
LOC118473321,-
LOC118473322,-
LOC118473323,-
LOC118473324,-
LOC118473325,-
LOC118473326,-
LOC118473327,-
LOC118473328,-
LOC118473329,-
LOC118473330,-
LOC118473331,-
LOC118473332,-
LOC118473333,-
LOC118473334,-
LOC118473335,-
LOC118473336,-
LOC118473337,-
LOC118473338,-
LOC118473339,-
LOC118473340,-
LOC118473341,-
LOC118473342,-
LOC118473343,-
LOC118473344,-
LOC118473345,-
LOC118473346,-
LOC118473347,-
LOC118473348,-
LOC118473349,-
LOC118473350,-
LOC118473351,-
LOC118473352,-
LOC118473353,-
LOC118473354,-
LOC118473355,-
LOC118473356,-
LOC118473357,-
LOC118473358,-
LOC118473359,-
LOC118473360,-
LOC118473361,-
LOC118473362,-
LOC118473363,-
LOC118473364,-
LOC118473365,-
LOC118473366,-
LOC118473367,-
LOC118473368,-
LOC118473369,-
LOC118473370,-
LOC118473371,-
LOC118473372,-
LOC118473373,-
LOC118473374,-
LOC118473375,-
LOC118473376,-
LOC118473377,-
LOC118473378,-
LOC118473379,-
LOC118473380,-
LOC118473381,-
LOC118473382,-
LOC118473383,-
LOC118473384,-
LOC118473385,-
LOC118473386,-
LOC118473387,-
LOC118473388,-
LOC118473389,-
LOC118473390,-
LOC118473391,-
LOC118473392,-
LOC118473393,-
LOC118473394,-
LOC118473395,-
LOC118473396,-
LOC118473397,-
LOC118473398,-
LOC118473399,-
LOC118473400,-
LOC118473401,-
LOC118473402,-
LOC118473403,-
LOC118473404,-
LOC118473405,-
LOC118473406,-
LOC118473407,-
LOC118473408,-
LOC118473409,-
LOC118473410,-
LOC118473411,-
LOC118473412,-
LOC118473413,-
LOC118473414,-
LOC118473415,-
LOC118473416,-
LOC118473417,-
LOC118473418,-
LOC118473419,-
LOC118473420,-
LOC118473421,-
LOC118473422,-
LOC118473423,-
LOC118473424,-
LOC118473425,-
LOC118473426,-
LOC118473427,-
LOC118473428,-
LOC118473429,-
LOC118473430,-
LOC118473431,-
LOC118473432,-
LOC118473433,-
LOC118473434,-
LOC118473435,-
LOC118473436,-
LOC118473437,-
LOC118473438,-
LOC118473439,-
LOC118473440,-
LOC118473441,-
LOC118473442,-
LOC118473443,-
LOC118473444,-
LOC118473445,-
LOC118473446,-
LOC118473447,-
LOC118473448,-
LOC118473449,-
LOC118473450,-
LOC118473451,-
LOC118473452,-
LOC118473453,-
LOC118473454,-
LOC118473455,-
LOC118473456,-
LOC118473457,-
LOC118473458,-
LOC118473459,-
LOC118473460,-
LOC118473461,-
LOC118473462,-
LOC118473463,-
LOC118473464,-
LOC118473465,-
LOC118473466,-
LOC118473467,-
LOC118473468,-
LOC118473469,-
LOC118473470,-
LOC118473471,-
LOC118473472,-
LOC118473473,-
LOC118473474,-
LOC118473475,-
LOC118473476,-
LOC118473477,-
LOC118473478,-
LOC118473479,-
LOC118473480,-
TRNAC-GCA,-
TRNAK-CUU,-
TRNAW-CCA,-
TRNAK-UUU,-
TRNAW-CCA,-
TRNAQ-UUG,-
TRNAP-UGG,-
TRNAS-GGA,-
TRNAY-GUA,-
TRNAP-UGG,-
TRNAE-UUC,-
TRNAF-GAA,-
TRNAD-GUC,-
TRNAI-AAU,-
LOC118473495,-
LOC118473496,-
LOC118473497,-
LOC118473498,-
LOC118473499,-
LOC118473500,-
LOC118473501,-
LOC118473502,-
LOC118473503,-
LOC118473504,-
LOC118473505,-
LOC118473506,-
LOC118473507,-
LOC118473508,-
LOC118473509,-
LOC118473510,-
LOC118473511,-
LOC118473512,-
LOC118473513,-
LOC118473514,-
LOC118473515,-
LOC118473516,-
LOC118473517,-
LOC118473518,-
LOC118473519,-
LOC118473520,-
LOC118473521,-
LOC118473522,-
LOC118473523,-
LOC118473524,-
LOC118473525,-
LOC118473526,-
LOC118473527,-
LOC118473528,-
LOC118473529,-
LOC118473530,-
LOC118473531,-
LOC118473532,-
LOC118473533,-
LOC118473534,-
LOC118473535,-
LOC118473536,-
LOC118473537,-
LOC118473538,-
LOC118473539,-
LOC118473540,-
LOC118473541,-
LOC118473542,-
LOC118473543,-
LOC118473544,-
LOC118473545,-
LOC118473546,-
LOC118473547,-
LOC118473548,-
LOC118473549,-
LOC118473550,-
LOC118473551,-
LOC118473552,-
LOC118473553,-
LOC118473554,-
LOC118473555,-
LOC118473556,-
LOC118473557,-
LOC118473558,-
LOC118473559,-
LOC118473560,-
LOC118473561,-
LOC118473562,-
LOC118473563,-
LOC118473564,-
LOC118473565,-
LOC118473566,-
LOC118473567,-
LOC118473568,-
LOC118473569,-
LOC118473570,-
LOC118473571,-
LOC118473572,-
LOC118473573,-
LOC118473574,-
LOC118473575,-
LOC118473576,-
LOC118473577,-
LOC118473578,-
LOC118473579,-
LOC118473580,-
LOC118473581,-
LOC118473582,-
LOC118473583,-
LOC118473584,-
LOC118473585,-
LOC118473586,-
LOC118473587,-
LOC118473588,-
LOC118473589,-
LOC118473590,-
LOC118473591,-
LOC118473592,-
LOC118473593,-
LOC118473594,-
LOC118473595,-
LOC118473596,-
LOC118473597,-
LOC118473598,-
LOC118473599,-
LOC118473600,-
LOC118473601,-
LOC118473602,-
LOC118473603,-
LOC118473604,-
LOC118473605,-
LOC118473606,-
LOC118473607,-
LOC118473608,-
LOC118473609,-
LOC118473610,-
LOC118473611,-
LOC118473612,-
LOC118473613,-
LOC118473614,-
LOC118473615,-
LOC118473616,-
LOC118473617,-
LOC118473618,-
LOC118473619,-
LOC118473620,-
LOC118473621,-
LOC118473622,-
LOC118473623,-
LOC118473624,-
LOC118473625,-
LOC118473626,-
LOC118473627,-
LOC118473628,-
LOC118473629,-
LOC118473630,-
LOC118473631,-
LOC118473632,-
LOC118473633,-
LOC118473634,-
LOC118473635,-
TRNAR-ACG,-
TRNAY-GUA,-
TRNAD-GUC,-
TRNAL-CAA,-
TRNAN-GUU,-
TRNAL-UAG,-
TRNAR-ACG,-
TRNAS-UGA,-
TRNAM-CAU,-
TRNAC-GCA,-
TRNAN-GUU,-
TRNAL-CAA,-
TRNAG-GCC,-
TRNAT-GGU,-
LOC118473650,-
LOC118473651,-
LOC118473652,-
LOC118473653,-
LOC118473654,-
LOC118473655,-
LOC118473656,-
LOC118473657,-
LOC118473658,-
TRNAP-UGG,-
TRNAM-CAU,-
TRNAS-UGA,-
TRNAS-GCU,-
TRNAF-GAA,-
TRNAS-GGA,-
TRNAD-GUC,-
TRNAY-GUA,-
TRNAT-GGU,-
TRNAG-GCC,-
TRNAL-CAA,-
TRNAW-CCA,-
TRNAN-GUU,-
TRNAT-UGU,-
TRNAR-UCU,-
TRNAC-GCA,-
LOC118473675,-
LOC118473676,-
LOC118473677,-
LOC118473678,-
TRNAF-GAA,-
TRNAD-GUC,-
TRNAE-UUC,-
TRNAN-GUU,-
TRNAM-CAU,-
TRNAP-UGG,-
TRNAK-UUU,-
LOC118473686,-
LOC118473687,-
LOC118473688,-
LOC118473689,-
LOC118473690,-
LOC118473691,-
LOC118473692,-
LOC118473693,-
LOC118473694,-
LOC118473695,-
LOC118473696,-
LOC118473697,-
LOC118473698,-
LOC118473699,-
LOC118473700,-
LOC118473701,-
LOC118473702,-
LOC118473703,-
LOC118473704,-
LOC118473705,-
LOC118473706,-
LOC118473707,-
LOC118473708,-
LOC118473709,-
LOC118473710,-
LOC118473711,-
LOC118473712,-
LOC118473713,-
LOC118473714,-
LOC118473715,-
LOC118473716,-
LOC118473717,-
LOC118473718,-
LOC118473719,-
LOC118473720,-
LOC118473721,-
LOC118473722,-
LOC118473723,-
LOC118473724,-
LOC118473725,-
LOC118473726,-
LOC118473727,-
LOC118473728,-
LOC118473729,-
LOC118473730,-
LOC118473731,-
LOC118473732,-
LOC118473733,-
LOC118473734,-
LOC118473735,-
LOC118473736,-
LOC118473737,-
LOC118473738,-
LOC118473739,-
LOC118473740,-
LOC118473741,-
LOC118473742,-
LOC118473743,-
LOC118473744,-
LOC118473745,-
LOC118473746,-
LOC118473747,-
LOC118473748,-
LOC118473749,-
LOC118473750,-
LOC118473751,-
LOC118473752,-
LOC118473753,-
LOC118473754,-
LOC118473755,-
LOC118473756,-
LOC118473757,-
LOC118473758,-
LOC118473759,-
LOC118473760,-
LOC118473761,-
LOC118473762,-
LOC118473763,-
LOC118473764,-
LOC118473765,-
LOC118473766,-
LOC118473767,-
LOC118473768,-
LOC118473769,-
LOC118473770,-
LOC118473771,-
LOC118473772,-
LOC118473773,-
LOC118473774,-
LOC118473775,-
LOC118473776,-
LOC118473777,-
LOC118473778,-
LOC118473779,-
LOC118473780,-
LOC118473781,-
LOC118473782,-
LOC118473783,-
LOC118473784,-
LOC118473785,-
LOC118473786,-
LOC118473787,-
LOC118473788,-
LOC118473789,-
LOC118473790,-
LOC118473791,-
LOC118473792,-
LOC118473793,-
LOC118473794,-
TRNAR-ACG,-
TRNAY-GUA,-
TRNAD-GUC,-
TRNAL-CAA,-
TRNAN-GUU,-
TRNAS-GCU,-
TRNAS-UGA,-
TRNAM-CAU,-
TRNAC-GCA,-
TRNAG-GCC,-
TRNAT-GGU,-
LOC118473806,-
LOC118473807,-
TRNAS-UGA,-
LOC118473809,-
LOC118473810,-
LOC118473811,-
LOC118473812,-
LOC118473813,-
LOC118473814,-
LOC118473815,-
LOC118473816,-
LOC118473817,-
LOC118473818,-
LOC118473819,-
LOC118473820,-
LOC118473821,-
LOC118473822,-
LOC118473823,-
LOC118473824,-
LOC118473825,-
LOC118473826,-
LOC118473827,-
LOC118473828,-
LOC118473829,-
LOC118473830,-
LOC118473831,-
LOC118473832,-
LOC118473833,-
LOC118473834,-
LOC118473835,-
LOC118473836,-
LOC118473837,-
LOC118473838,-
LOC118473839,-
LOC118473840,-
LOC118473841,-
LOC118473842,-
LOC118473843,-
LOC118473844,-
LOC118473845,-
LOC118473846,-
LOC118473847,-
LOC118473848,-
